trial_idx,hash,type,short_name,movie_name,label,is_natural,origin,naturalness_group
398,vx7im5YbRu12xdbgyuN0,Clip,sports1m,1 of 5 - 2011 True Grit Epic Endurance Mountain Bike Race,Sports1M,True,filmed,human_filmed
399,4CyhP0dvBfefTNFiZDql,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
400,SPLLOEhFGFlgL0mkoyPB,Clip,sports1m,2011 July 6 Weekly Race Series Sundance XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
401,nA5Nl94Ii007u2gfYnFL,Clip,sports1m,2009FIS WORLD CHAMPIONSHIP DUALMOGULS CEREMONY,Sports1M,True,filmed,human_filmed
402,Vdi70xOyBQEeDGhPVulx,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
403,FwG4V5nAZdXPlcAEu/X9,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
404,kkGYIdGYxoLQv3Sbu77y,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
405,DXaO78h5gLfPRgbxiutg,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
406,Mg5bLgoNvze3EPLB9rbZ,Clip,sports1m,2011 KIA X-GAME Aggressive Inline VERT Final,Sports1M,True,filmed,human_filmed
407,yfFAPn1QpVQmEC2iXg07,Clip,Rendered,swamp_103-1-11-70-0_54.162.127.170,Rendered,True,rendered,cg_natural
408,fSfoxctVyPEoVzFOpsAw,Clip,Rendered,ancienttomb_068-1-4-70-0_34.239.124.192,Rendered,True,rendered,cg_natural
409,5Q4+LRPdnmpiazfLNOdJ,Clip,Rendered,mountainlake_006-1-0-70-0_184.73.123.94,Rendered,True,rendered,cg_natural
410,EyGfkWSsxEsE8f3GX5Ox,Clip,Rendered,lowpolyjungle_079-1-9-70-0_52.87.152.28,Rendered,True,rendered,cg_natural
411,Lp/pttdcIH1AZsCOGZuG,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True,filmed,human_filmed
412,tRgm529SPpQspr220FRm,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
413,IM+4otcj9xG0TMVozt83,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
414,sg7sThmmNsQIXxQkh8b5,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
415,+4gByvU9LfvSD0JHP6Ae,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
416,Fdanbt5C5GTaqFv52S5s,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True,filmed,human_filmed
417,neEOOD/7DThp+cyPZSPk,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
418,NEWFN4OCB3CRE26vVaam,Clip,sports1m,2007 Diamondback Response Sport - Playing around with my camera  sustainablesurvival,Sports1M,True,filmed,human_filmed
419,yoX6EWgUDCdq6Pmd/xPz,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True,filmed,human_filmed
420,PYU/dDCH3QiZYnyeSypM,Clip,Rendered,medievalsewer_095-1-6-70-0_54.83.154.242,Rendered,True,rendered,cg_natural
421,3G9rbLbAPukU7tbyeRG+,Clip,sports1m,2010 King Of New York BMX Trails Random Footage,Sports1M,True,filmed,human_filmed
422,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
423,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
424,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True,filmed,human_filmed
425,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
426,ecUQJtcERZJGdqza1k7h,Clip,sports1m,2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam,Sports1M,True,filmed,human_filmed
427,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True,rendered,cg_natural
428,okYfMyn8qc2ClgvpS7WG,Clip,sports1m,2009 Skijoring Event in Whitefish Montana (part 1),Sports1M,True,filmed,human_filmed
429,NHlF8hOkZ6psFRIVhB6N,Clip,Rendered,ancienttomb_107-1-4-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
430,AxNNo310kAl9uUSr+hXS,Clip,Rendered,medievalsewer_009-1-6-70-0_107.23.36.15,Rendered,True,rendered,cg_natural
431,mjtZRmGqaXCHGB59txoI,Clip,Cinematic,Powaqqatsi: Life in Transformation (1988),Cinematic,True,filmed,human_filmed
432,W50xYLSTlUixv1tOfuSJ,Clip,sports1m,2011 Boulder Cup Cyclocross Elite Women,Sports1M,True,filmed,human_filmed
433,WpAnXD10RC/bdk0t5JIH,Clip,sports1m,1 of 5 - 2010 ICup 2nd Annual Rock The Canyons XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
434,MaN8zZQItdhsFNBq5/yl,Clip,Rendered,run213-darkTemple-1-0,Rendered,True,rendered,cg_natural
435,18PTv0aCUhaUeL2r9kDd,Clip,sports1m,2012 July 10 Midweek MTB Corner Canyon XC Mountain Bike Race (Stabilized),Sports1M,True,filmed,human_filmed
436,cK20wOm48y1gpxBcZuzN,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
437,s8DvZS/fghphUcTsLOzM,Clip,Cinematic,The Matrix (1999),Cinematic,True,filmed,human_filmed
438,8IyLxfa6UikBgn/lOdpD,Clip,sports1m,2012 January 28 Frozen Hog Snow Mountain Bike Race,Sports1M,True,filmed,human_filmed
439,AXD+rrWG8VbV+xLvzwfb,Clip,sports1m,2012 May 28 ICUP 7th Annual Stan Crane Memorial XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
440,JNYUnhFvI0mZbwN58E20,Clip,Rendered,swamp_124-1-11-70-0_34.239.124.192,Rendered,True,rendered,cg_natural
441,7keiPs7vk9CHNrtDuOxL,Clip,sports1m,2012 July 17 Midweek MTB Deer Valley Silver Lake Lodge XC Race (Stabilized),Sports1M,True,filmed,human_filmed
442,t24nBc6mpih4DR5C/qVP,Clip,Rendered,subway_016-1-3-70-0_52.205.253.179,Rendered,True,rendered,cg_natural
443,JzIVwvytTHCEhcYc0EkS,Clip,sports1m,2012 UNIV WORLDS Stenberg (USA) dec Sasunouski (BLR) 84 kg Greco bout,Sports1M,True,filmed,human_filmed
444,shDuGRZylVmZLCBFIVeP,Clip,sports1m,2011 July 23 ICUP Solitude XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
445,ysjy6YgGXX5+mcx52KSM,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
446,3k5I6GgcLcVOVsTzPElo,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
447,SuCpcRhCNDfKoBoal3j2,Clip,Rendered,lowpolyjungle_066-1-9-70-0_34.239.124.192,Rendered,True,rendered,cg_natural
448,vV2cAU0vqaayD3rp9JCu,Clip,Rendered,subway_127-1-3-70-0_54.173.97.201,Rendered,True,rendered,cg_natural
449,DXzHZ8iLdr2x2fHDjXOM,Clip,Rendered,lowpolyjungle_100-1-9-70-0_54.210.37.143,Rendered,True,rendered,cg_natural
450,ajRbt+xbcBjGuNECEVDu,Clip,Rendered,medievalsewer_021-1-6-70-0_54.196.24.32,Rendered,True,rendered,cg_natural
451,+64BCnUTurcw/6w0Xroc,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True,filmed,human_filmed
452,Qx9ufZfqQaKwhbt/nVI4,Clip,sports1m,1999 FIS WorldCup Freestyle Ski Acro Heavenly FINAL,Sports1M,True,filmed,human_filmed
453,Y7uy8l/xx7Rw6KPkPbHG,Clip,sports1m,2011 July 2 ICUP Dutch Hollow XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
454,ElfN68NajEerWSOHh8HX,Clip,Rendered,ancienttomb_082-1-4-70-0_54.175.147.171,Rendered,True,rendered,cg_natural
455,CuNv3BiXJt09SWTDAP5k,Clip,sports1m,2012 May 28 ICUP 7th Annual Stan Crane Memorial XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
456,DN5M/X5CPEjARDMM24f3,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True,filmed,human_filmed
457,5BCFSAbvGSKwHVHaFQNb,Clip,sports1m,2008 Lievin Cyclocross World Cup Mens Race (Part 1),Sports1M,True,filmed,human_filmed
458,fLokJIhvJwiD3z5T5Hl3,Clip,sports1m,2011 KIA X-GAME Aggressive Inline VERT Round1 HEAT2,Sports1M,True,filmed,human_filmed
459,SXIJN1Yir4oAIu2tE0or,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True,filmed,human_filmed
460,JL7a8UCWr1t5hekO51IT,Clip,Rendered,swamp_131-1-11-70-0_107.23.36.15,Rendered,True,rendered,cg_natural
461,X9PPz38ZSR0Y2LS4yAX2,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
462,IXrsB1UAYdDJZTHYdZGS,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
463,3J5ucrYgPSVFuTXXmk1T,Clip,sports1m,2008 Japan Cup Cycle Road Race 2,Sports1M,True,filmed,human_filmed
