trial_idx,hash,type,short_name,movie_name,label,is_natural,origin,naturalness_group
20,3Vml6UFDcV72MKmDQK24,Clip,Cinematic,The Matrix (1999),Cinematic,True,filmed,human_filmed
21,+PekFmYeH3lwKrbv92bM,Clip,Rendered,swamp_030-1-11-70-0_54.196.24.32,Rendered,True,rendered,cg_natural
22,HM+OgD8yKfeMGSL/gz0Q,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
23,PMoSd6ymRqEhlAhsPEUo,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
24,Xr89YxGG5sxFyt0Ssbr1,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
25,yguuTn1vtCLFWYadxfdr,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
26,e0S1tFVljQgdoZwgpNnE,Clip,sports1m,2011 July 6 Weekly Race Series Sundance XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
27,5YhYeJVNWpWZMChA0ko0,Clip,Rendered,subway_104-1-3-70-0_52.205.253.179,Rendered,True,rendered,cg_natural
28,CSb5Zyz831LCPHkW48xc,Clip,Rendered,mountainlake_034-1-0-70-0_54.196.24.32,Rendered,True,rendered,cg_natural
29,+QhdQfKUIWxgOOXu4HPH,Clip,Rendered,kowloon_131-1-8-70-0_54.205.66.32,Rendered,True,rendered,cg_natural
30,Uap2FxF/6+B/K9JacleI,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True,filmed,human_filmed
31,4ttvgtUeWoKPA7rJqbfj,Clip,Rendered,lowpolyjungle_099-1-9-70-0_34.203.243.27,Rendered,True,rendered,cg_natural
32,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
33,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
34,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True,filmed,human_filmed
35,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
36,ecUQJtcERZJGdqza1k7h,Clip,sports1m,2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam,Sports1M,True,filmed,human_filmed
37,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True,rendered,cg_natural
38,k8bXXp4KSKuuBOkrbEtg,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True,filmed,human_filmed
39,3Tdbgbbjs2IgLUW7+6Qy,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True,filmed,human_filmed
40,Yo1qmPMOdvfQcB4QtD+m,Clip,Cinematic,The Matrix (1999),Cinematic,True,filmed,human_filmed
41,0yGI0KY8zHLoMeETpkNY,Clip,Rendered,run49-templeInterior-1-0,Rendered,True,rendered,cg_natural
42,IVAq2WrNLQ3S20jKdUWm,Clip,sports1m,180 to snapped shadow torid v2 cranks,Sports1M,True,filmed,human_filmed
43,fetzi4LZqgN3R+ppTVMd,Clip,Rendered,mountainlake_117-1-0-70-0_54.159.174.165,Rendered,True,rendered,cg_natural
44,aVi6HP+Mx0PmirJtpYEi,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
45,ZJvulWBItHtLlDVkIntm,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
46,U6NqQRL+v/N/9xnLSH2y,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
47,L1QltnXeJf57fZSqA8hm,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
48,zgKEWUYFtW2FVcCS3ZIq,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
49,r9EOsoKWy7rnSW9PqnNR,Clip,Rendered,ancienttomb_080-1-4-70-0_54.89.40.102,Rendered,True,rendered,cg_natural
50,jS6RhMqamXL0bnlWqHy9,Clip,sports1m,2012 January 28 Frozen Hog Snow Mountain Bike Race,Sports1M,True,filmed,human_filmed
51,gM+l2ggjq0FU8hRq2pK9,Clip,Rendered,mountainlake_066-1-0-70-0_54.205.66.32,Rendered,True,rendered,cg_natural
52,CQ9hf9o6XPLaC55cFN/Z,Clip,Rendered,kowloon_022-1-8-70-0_54.175.147.171,Rendered,True,rendered,cg_natural
53,dLft8QjKVOhPvYj+M3wI,Clip,sports1m,2011 July 20 Weekly Race Series Sundance XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
54,op6QRPVlhC/W2/gVmtyM,Clip,Rendered,americandiner_066-1-5-70-0_107.23.36.15,Rendered,True,rendered,cg_natural
55,tRWud8TeP5WjHxngR30N,Clip,Cinematic,The Matrix (1999),Cinematic,True,filmed,human_filmed
56,7V+S/GOJTG+aDjBoiROQ,Clip,sports1m,2009FIS WORLD CHAMPIONSHIP DUALMOGULS FINALIST LUN Part4,Sports1M,True,filmed,human_filmed
57,112vAaTi3svEIBDBr8hC,Clip,Rendered,medievalsewer_007-1-6-70-0_52.207.221.173,Rendered,True,rendered,cg_natural
58,oSd2ouhlSeXrMHi/045D,Clip,Rendered,mountainlake_018-1-0-70-0_52.87.152.28,Rendered,True,rendered,cg_natural
59,n2by1eYAR6XMxozIfieW,Clip,Rendered,ancienttomb_048-1-4-70-0_52.205.253.179,Rendered,True,rendered,cg_natural
60,YWGU9pCJb1jD1EEZ20tf,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
61,FQR1XltfRJLPikdVpYNn,Clip,Rendered,mountainlake_008-1-0-70-0_54.205.66.32,Rendered,True,rendered,cg_natural
62,O/TPbFEXzCLov05/KwS+,Clip,sports1m,2011 June 15 Weekly Race Series Soldier Hollow XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
63,GLb98O6GN6r7256/fA8Y,Clip,Cinematic,The Matrix (1999),Cinematic,True,filmed,human_filmed
64,SuNRz+E/BsGGxVlNWLt9,Clip,Rendered,shintoday_036-1-12-70-0_184.73.123.94,Rendered,True,rendered,cg_natural
65,mbeT2YEuzrol94GMBsSP,Clip,Rendered,lowpolyjungle_113-1-9-70-0_54.159.174.165,Rendered,True,rendered,cg_natural
66,RL8zpBtdUqrcItpujIVj,Clip,Cinematic,Powaqqatsi: Life in Transformation (1988),Cinematic,True,filmed,human_filmed
67,L313XjQzD6eqzIitZmbl,Clip,Rendered,subway_129-1-3-70-0_54.159.174.165,Rendered,True,rendered,cg_natural
68,G8GCQlSYxw5oG/LVKDs2,Clip,Rendered,americandiner_099-1-5-70-0_184.73.123.94,Rendered,True,rendered,cg_natural
69,YxZMp94AewnnwYmjI/0v,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True,filmed,human_filmed
70,wE8wskQ2OpXgYdnpm+o0,Clip,sports1m,13 Rottenmanner Tauern-Adventure-Race,Sports1M,True,filmed,human_filmed
71,Hx7nWm9l4FGDuTlUO/17,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
72,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
73,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
74,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True,filmed,human_filmed
75,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
76,ecUQJtcERZJGdqza1k7h,Clip,sports1m,2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam,Sports1M,True,filmed,human_filmed
77,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True,rendered,cg_natural
78,4tIOoaR5VNXdEFB3JLsd,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True,filmed,human_filmed
79,wrhbg7/9C5fsnGqt95w/,Clip,sports1m,2012 UNIV WORLDS Erickson (USA) dec Allikma (EST) 120 kg Greco repechage,Sports1M,True,filmed,human_filmed
80,gnKtNfR9QYEW0PRkfRU4,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
81,LfckM0X1gCCgUlsmXIea,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True,filmed,human_filmed
82,Ta17hPcaONVDy5sPjE9z,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
83,mpoHL5UE5tDtz7b51b3H,Clip,Rendered,americandiner_042-1-5-70-0_54.173.97.201,Rendered,True,rendered,cg_natural
84,APccFaui8xmgaLPZxjAA,Clip,sports1m,2011 June 25 USCS Round Valley XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
85,hclIiiBW4rID0gjoYwbv,Clip,sports1m,14 ª volta ciclistica internacional do grande A B C D 2011 elite,Sports1M,True,filmed,human_filmed
86,ZW5GVcDmKHQQrQdljO9u,Clip,sports1m,1984 Winter Olympics - Mens Luge 2nd Run - Part 1,Sports1M,True,filmed,human_filmed
87,YWz8BdF7JHpb7SyGU3LO,Clip,Rendered,run125-lowPolyJungle-1-0,Rendered,True,rendered,cg_natural
88,otpDc+UZTnv0+G/1LL/A,Clip,Rendered,lowpolyjungle_129-1-9-70-0_52.87.152.28,Rendered,True,rendered,cg_natural
89,4ZE6JPeH4hCIesp0aRIB,Clip,Rendered,kowloon_110-1-8-70-0_54.209.141.225,Rendered,True,rendered,cg_natural
90,JOYs8Wny1GJlw6AxCVo5,Clip,Rendered,lowpolyjungle_015-1-9-70-0_54.175.147.171,Rendered,True,rendered,cg_natural
91,mG4xsIyTTnaRWKW82yeD,Clip,Cinematic,The Matrix (1999),Cinematic,True,filmed,human_filmed
92,hnYVTt6SOC5gw43jdDOb,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
93,HvUTYlGssHeK5Ub4iNLY,Clip,Rendered,mountainlake_075-1-0-70-0_52.205.253.179,Rendered,True,rendered,cg_natural
94,pBsrFShgY2qLi+7xYSGi,Clip,sports1m,1984 Winter Olympics - Mens Luge 1st run - Part 1,Sports1M,True,filmed,human_filmed
95,IPvYT7eXLYJ557HrVPnG,Clip,sports1m,1 of 7 - 2010 ICup Utah Open State Championship XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
96,KjDfO15MEsKyQ1ecL7gs,Clip,Rendered,run257-mountainLake-1-0,Rendered,True,rendered,cg_natural
97,W72D46ICk0GV1uh0E98o,Clip,Cinematic,The Matrix (1999),Cinematic,True,filmed,human_filmed
98,rKhBb2Q+dILxw3t33TsJ,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True,filmed,human_filmed
99,YfqXNa8nksH/H4Q7tw5G,Clip,Rendered,lowpolyjungle_118-1-9-70-0_54.83.154.242,Rendered,True,rendered,cg_natural
100,OFk94miLCLRW7fhR6BQE,Clip,Rendered,swamp_075-1-11-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
101,VIxFQLvrzWwvLKX9CM5N,Clip,sports1m,1995 bmx vert bs contest  mat hoffman bike park okc,Sports1M,True,filmed,human_filmed
102,ubOIjeUGbsNAJqMPIDqU,Clip,Rendered,mountainlake_066-1-0-70-0_54.205.66.32,Rendered,True,rendered,cg_natural
103,ihsP/Q14/eSpxdQLR3F4,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
104,ClffawlgRfZbgKwX6zRB,Clip,Rendered,ancienttomb_100-1-4-70-0_54.209.141.225,Rendered,True,rendered,cg_natural
105,aedxogPGpb5IiLcjLo8c,Clip,sports1m,2012 January 28 Frozen Hog Snow Mountain Bike Race,Sports1M,True,filmed,human_filmed
106,3wXTReOQa7mnr6Oz8aUf,Clip,sports1m,2012 May 28 ICUP 7th Annual Stan Crane Memorial XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
107,0eP/PPhAGmbJ2peZOa/E,Clip,Rendered,ancienttomb_105-1-4-70-0_54.89.40.102,Rendered,True,rendered,cg_natural
108,c6il6/HFHBatfpiQJdgg,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
109,99IJStq/7uCOm6ZQvZXf,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
110,K7ghyTmBpatAUFHymTb8,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
111,Dp7wDh2IrVZLCLrpGLuv,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
112,L7qi/53UTFA7uPvBMEnh,Clip,sports1m,2010 Olympic Trials - Aerials,Sports1M,True,filmed,human_filmed
113,Q1EUpq1bX71j54HHx87/,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
114,Xv+ucC73NschlKtOZ6Sk,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
115,lpHaCMiAtOXlYiOhur0/,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True,filmed,human_filmed
116,sxRabS1Ax/XPBqdWL7OT,Clip,Rendered,swamp_113-1-11-70-0_34.239.124.192,Rendered,True,rendered,cg_natural
117,t8zv/lGq/5sBiJkseguw,Clip,sports1m,2009 Bend USA Cycling Cyclo-Cross Nationals - Elite Men race,Sports1M,True,filmed,human_filmed
118,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
119,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
120,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True,filmed,human_filmed
121,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
122,ecUQJtcERZJGdqza1k7h,Clip,sports1m,2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam,Sports1M,True,filmed,human_filmed
123,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True,rendered,cg_natural
124,LiWmwZ237ZWW3eK3UWGa,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
125,AZvr1UF39ygFqNxKr/8K,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
126,clN4ica4q7huSnWVFTFi,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
127,WD0uyxvusJmVxfeKu9mZ,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
128,GcFHh34+4ZS4mC19J6Mu,Clip,sports1m,2012 August 14 Midweek MTB Solitude XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
129,ml/LJkIztc94NrBIhRQ7,Clip,sports1m,1 of 5 - 2011 True Grit Epic Endurance Mountain Bike Race,Sports1M,True,filmed,human_filmed
130,e/wb4pBnVpaEcLnlPusa,Clip,sports1m,2011 July 23 ICUP Solitude XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
131,n6p8dl6WmY/v8aFpVRDA,Clip,sports1m,2011 June 28 Midweek MTB Round Valley XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
132,0WhSPtHiiYMevcEnU16o,Clip,sports1m,2011 August 10 Weekly Race Series Soldier Hollow XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
133,XGJ2vXXcu3g3dylq0L9y,Clip,sports1m,2011 June 28 Midweek MTB Round Valley XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
134,S03m8gu1V8DJVx8Zy4v6,Clip,sports1m,2011 July 23 ICUP Solitude XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
135,zP2rl6ONCiLo0KPXhe09,Clip,Rendered,medievalsewer_046-1-6-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
136,7hdjI7XKyq1HSk9VJF8Z,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True,filmed,human_filmed
137,MpNMKTkD/b50TMEs5iUL,Clip,sports1m,2012 UCI Road World Cycling Championships - Mens road race (final km) HD,Sports1M,True,filmed,human_filmed
138,+58o3lq61cXuA5ByO/+c,Clip,sports1m,2012 HAFJELL NORWAY DOWNHILL MTB WORLD CUP RECAP   YouTube,Sports1M,True,filmed,human_filmed
139,u9IdkcG/ki3lCeEPQuep,Clip,sports1m,2011 July 6 Weekly Race Series Sundance XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
140,Vdi70xOyBQEeDGhPVulx,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
141,FwG4V5nAZdXPlcAEu/X9,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
142,kkGYIdGYxoLQv3Sbu77y,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
143,DXaO78h5gLfPRgbxiutg,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
144,QRW73LwKdeuJBKdv9Xyk,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
145,zcz9H/fzww6BdAJTTzoe,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
146,EhwIk1vM51LHZPE6xFZX,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
147,hhWRsNy4ljt4M1PtvZ3u,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
148,UIRT1CCHgVDfheNGYQd6,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
149,Qtx9ZilPEN9mdem3G1lL,Clip,sports1m,2012 July 17 Midweek MTB Deer Valley Silver Lake Lodge XC Race (Stabilized),Sports1M,True,filmed,human_filmed
150,8PA1UPAZQPiLL4qyfbe0,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
151,yCXacouyIMBJMNQBQeSe,Clip,sports1m,2009 Univest Grand Prix Road Race PA,Sports1M,True,filmed,human_filmed
152,cX1uqe3yuBtkCRNeZPSD,Clip,Rendered,lowpolyjungle_125-1-9-70-0_54.175.147.171,Rendered,True,rendered,cg_natural
153,0JcYLY6eaQxNgD0AqyHf,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True,filmed,human_filmed
154,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
155,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
156,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True,filmed,human_filmed
157,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
158,ecUQJtcERZJGdqza1k7h,Clip,sports1m,2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam,Sports1M,True,filmed,human_filmed
159,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True,rendered,cg_natural
160,okYfMyn8qc2ClgvpS7WG,Clip,sports1m,2009 Skijoring Event in Whitefish Montana (part 1),Sports1M,True,filmed,human_filmed
161,NHlF8hOkZ6psFRIVhB6N,Clip,Rendered,ancienttomb_107-1-4-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
162,AxNNo310kAl9uUSr+hXS,Clip,Rendered,medievalsewer_009-1-6-70-0_107.23.36.15,Rendered,True,rendered,cg_natural
163,mjtZRmGqaXCHGB59txoI,Clip,Cinematic,Powaqqatsi: Life in Transformation (1988),Cinematic,True,filmed,human_filmed
164,W50xYLSTlUixv1tOfuSJ,Clip,sports1m,2011 Boulder Cup Cyclocross Elite Women,Sports1M,True,filmed,human_filmed
165,WpAnXD10RC/bdk0t5JIH,Clip,sports1m,1 of 5 - 2010 ICup 2nd Annual Rock The Canyons XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
166,YFxX7HvGlO8C1ykobO23,Clip,Rendered,medievalsewer_038-1-6-70-0_54.89.40.102,Rendered,True,rendered,cg_natural
167,3pQLwVTyZ+4SIHuCaf2T,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
168,FVvjS4ohOthRyCXyVGN8,Clip,sports1m,2011 July 23 ICUP Solitude XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
169,wuoiZ4Jy4Ga1daTWZUNz,Clip,Rendered,run106-medievalSewer-1-0,Rendered,True,rendered,cg_natural
170,y3xzqe5eCkutBL+vz8Bg,Clip,Cinematic,The Matrix (1999),Cinematic,True,filmed,human_filmed
171,FReP3FYJBEZwexB+R1Xz,Clip,Rendered,run196-medievalSewer-1-0,Rendered,True,rendered,cg_natural
172,h8yYhmXV5vyXqPxkXt5a,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
173,SzeVJsDzE+Ceeb3XK4TT,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
174,GHn0W57E+2PS+Qr5yD2r,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
175,Sqv4lziRTQgtkUPYRRiM,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
176,EKmE214XwtXZC02W+5cU,Clip,Rendered,medievalsewer_052-1-6-70-0_54.210.37.143,Rendered,True,rendered,cg_natural
177,nYIG0cJ/KSKSHorB0ieN,Clip,sports1m,2008 Lievin Cyclocross World Cup Mens Race (Part 1),Sports1M,True,filmed,human_filmed
178,h6xQGEIU4lcujP/xsf3N,Clip,Cinematic,Powaqqatsi: Life in Transformation (1988),Cinematic,True,filmed,human_filmed
179,9jWJ1XPlky26vuNvP6rU,Clip,Cinematic,The Matrix (1999),Cinematic,True,filmed,human_filmed
180,7+dfd12EAu08zPDpxOFS,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True,filmed,human_filmed
181,MPMFuHR/d7LaUaksGLga,Clip,Rendered,templeinterior_012-1-2-70-0_184.73.123.94,Rendered,True,rendered,cg_natural
182,JNYUnhFvI0mZbwN58E20,Clip,Rendered,swamp_124-1-11-70-0_34.239.124.192,Rendered,True,rendered,cg_natural
183,7keiPs7vk9CHNrtDuOxL,Clip,sports1m,2012 July 17 Midweek MTB Deer Valley Silver Lake Lodge XC Race (Stabilized),Sports1M,True,filmed,human_filmed
184,t24nBc6mpih4DR5C/qVP,Clip,Rendered,subway_016-1-3-70-0_52.205.253.179,Rendered,True,rendered,cg_natural
185,JzIVwvytTHCEhcYc0EkS,Clip,sports1m,2012 UNIV WORLDS Stenberg (USA) dec Sasunouski (BLR) 84 kg Greco bout,Sports1M,True,filmed,human_filmed
186,shDuGRZylVmZLCBFIVeP,Clip,sports1m,2011 July 23 ICUP Solitude XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
187,ysjy6YgGXX5+mcx52KSM,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
188,QmynNYnz4Q0hMBpTZ/xv,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True,filmed,human_filmed
189,gpu0WyfdPMgXV/xhy6ZP,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True,filmed,human_filmed
190,0ir9/br3yxbe2BBf65zF,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
191,NM2SnnQwIoj8iKOMP6xA,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True,filmed,human_filmed
192,F5KOXJGuqZljKK9USGu/,Clip,sports1m,2010 WORLDS Jake Clark (USA) dec T Tounousidis (GRE) 84 kg GR,Sports1M,True,filmed,human_filmed
193,uWDM4AAJ+PIdXzpPxOha,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
194,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
195,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
196,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True,filmed,human_filmed
197,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
