trial_idx,hash,type,short_name,movie_name,label,is_natural,origin,naturalness_group
390,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
391,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
392,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True,rendered,cg_natural
393,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
394,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True,filmed,human_filmed
395,ecUQJtcERZJGdqza1k7h,Clip,sports1m,2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam,Sports1M,True,filmed,human_filmed
396,okYfMyn8qc2ClgvpS7WG,Clip,sports1m,2009 Skijoring Event in Whitefish Montana (part 1),Sports1M,True,filmed,human_filmed
397,NHlF8hOkZ6psFRIVhB6N,Clip,Rendered,ancienttomb_107-1-4-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
398,AxNNo310kAl9uUSr+hXS,Clip,Rendered,medievalsewer_009-1-6-70-0_107.23.36.15,Rendered,True,rendered,cg_natural
399,mjtZRmGqaXCHGB59txoI,Clip,Cinematic,Powaqqatsi: Life in Transformation (1988),Cinematic,True,filmed,human_filmed
400,W50xYLSTlUixv1tOfuSJ,Clip,sports1m,2011 Boulder Cup Cyclocross Elite Women,Sports1M,True,filmed,human_filmed
401,WpAnXD10RC/bdk0t5JIH,Clip,sports1m,1 of 5 - 2010 ICup 2nd Annual Rock The Canyons XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
402,yv/S61fYnDSQcA9J6Nk8,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
403,RJHp90bplN+09FieIhuY,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
404,74aZqUX4ry4fpZToIAAg,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
405,Sqv4lziRTQgtkUPYRRiM,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
406,APccFaui8xmgaLPZxjAA,Clip,sports1m,2011 June 25 USCS Round Valley XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
407,hclIiiBW4rID0gjoYwbv,Clip,sports1m,14 ª volta ciclistica internacional do grande A B C D 2011 elite,Sports1M,True,filmed,human_filmed
408,ZW5GVcDmKHQQrQdljO9u,Clip,sports1m,1984 Winter Olympics - Mens Luge 2nd Run - Part 1,Sports1M,True,filmed,human_filmed
409,YWz8BdF7JHpb7SyGU3LO,Clip,Rendered,run125-lowPolyJungle-1-0,Rendered,True,rendered,cg_natural
410,otpDc+UZTnv0+G/1LL/A,Clip,Rendered,lowpolyjungle_129-1-9-70-0_52.87.152.28,Rendered,True,rendered,cg_natural
411,4ZE6JPeH4hCIesp0aRIB,Clip,Rendered,kowloon_110-1-8-70-0_54.209.141.225,Rendered,True,rendered,cg_natural
412,ubOIjeUGbsNAJqMPIDqU,Clip,Rendered,mountainlake_066-1-0-70-0_54.205.66.32,Rendered,True,rendered,cg_natural
413,ihsP/Q14/eSpxdQLR3F4,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
414,ClffawlgRfZbgKwX6zRB,Clip,Rendered,ancienttomb_100-1-4-70-0_54.209.141.225,Rendered,True,rendered,cg_natural
415,aedxogPGpb5IiLcjLo8c,Clip,sports1m,2012 January 28 Frozen Hog Snow Mountain Bike Race,Sports1M,True,filmed,human_filmed
416,3wXTReOQa7mnr6Oz8aUf,Clip,sports1m,2012 May 28 ICUP 7th Annual Stan Crane Memorial XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
417,0eP/PPhAGmbJ2peZOa/E,Clip,Rendered,ancienttomb_105-1-4-70-0_54.89.40.102,Rendered,True,rendered,cg_natural
418,clN4ica4q7huSnWVFTFi,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
419,SzeVJsDzE+Ceeb3XK4TT,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
420,+rgSVBVRE8Ij1WNhq8ZW,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
421,UnDdKrt1xSq48QuP8Rdy,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
422,gvG4yamoxhRD8q2tyufP,Clip,sports1m,2011 August 2 Midweek MTB Solitude XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
423,XfHU2C6TXrTMhvv6bo1O,Clip,Rendered,mountainlake_039-1-0-70-0_184.73.123.94,Rendered,True,rendered,cg_natural
424,C+TXIkW6WGduuA9BkHSi,Clip,Rendered,medievalsewer_122-1-6-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
425,UZ6f42x1z+RrHv1ipgq+,Clip,sports1m,08 Hopkins Crit W cat 4,Sports1M,True,filmed,human_filmed
426,lZe8snx4o8OgahCZ/W3o,Clip,Rendered,swamp_054-1-11-70-0_34.239.124.192,Rendered,True,rendered,cg_natural
427,1QMbaJ1uGJcw18gO3Iv/,Clip,sports1m,1 of 5 - 2011 True Grit Epic Endurance Mountain Bike Race,Sports1M,True,filmed,human_filmed
428,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
429,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
430,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True,rendered,cg_natural
431,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
432,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True,filmed,human_filmed
433,ecUQJtcERZJGdqza1k7h,Clip,sports1m,2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam,Sports1M,True,filmed,human_filmed
434,JOYs8Wny1GJlw6AxCVo5,Clip,Rendered,lowpolyjungle_015-1-9-70-0_54.175.147.171,Rendered,True,rendered,cg_natural
435,mG4xsIyTTnaRWKW82yeD,Clip,Cinematic,The Matrix (1999),Cinematic,True,filmed,human_filmed
436,hnYVTt6SOC5gw43jdDOb,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
437,HvUTYlGssHeK5Ub4iNLY,Clip,Rendered,mountainlake_075-1-0-70-0_52.205.253.179,Rendered,True,rendered,cg_natural
438,pBsrFShgY2qLi+7xYSGi,Clip,sports1m,1984 Winter Olympics - Mens Luge 1st run - Part 1,Sports1M,True,filmed,human_filmed
439,IPvYT7eXLYJ557HrVPnG,Clip,sports1m,1 of 7 - 2010 ICup Utah Open State Championship XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
440,YA6iAib6IuuSag7tITWm,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
441,JNI1RS+b7G4ushcSaEBI,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
442,Vdi70xOyBQEeDGhPVulx,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
443,lVof6Kqkg5GkG5QzZFhg,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
444,YszcNoXypYQ/1ZVWL27X,Clip,sports1m,2011 July 2 ICUP Dutch Hollow XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
445,Zje4CjgllDY+/TYDHKO/,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
446,BVmnaiR5LYHP0FtI/Tm+,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True,filmed,human_filmed
447,kNZbFd21rpgxfCMzvffZ,Clip,Rendered,medievalsewer_045-1-6-70-0_184.73.123.94,Rendered,True,rendered,cg_natural
448,NHELGz1EdbIvdFbW0+lv,Clip,Rendered,run167-mountainLake-1-0,Rendered,True,rendered,cg_natural
449,SYbk5IzaECui7iujoe2T,Clip,Rendered,ancienttomb_097-1-4-70-0_184.73.123.94,Rendered,True,rendered,cg_natural
450,YLuStB2eXkgOS+Cescsy,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
451,XGLK1iPaB3zqqTB0sqZn,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
452,WD0uyxvusJmVxfeKu9mZ,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
453,GHn0W57E+2PS+Qr5yD2r,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
454,cTab34pIPbuiOFQIx6mh,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
455,c6il6/HFHBatfpiQJdgg,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
456,MUVTQ4AAVMr9ocNyEpLi,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
457,oMuFQjRMBvFXBgpdtN/n,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
458,Mg5bLgoNvze3EPLB9rbZ,Clip,sports1m,2011 KIA X-GAME Aggressive Inline VERT Final,Sports1M,True,filmed,human_filmed
459,yfFAPn1QpVQmEC2iXg07,Clip,Rendered,swamp_103-1-11-70-0_54.162.127.170,Rendered,True,rendered,cg_natural
460,fSfoxctVyPEoVzFOpsAw,Clip,Rendered,ancienttomb_068-1-4-70-0_34.239.124.192,Rendered,True,rendered,cg_natural
461,5Q4+LRPdnmpiazfLNOdJ,Clip,Rendered,mountainlake_006-1-0-70-0_184.73.123.94,Rendered,True,rendered,cg_natural
462,EyGfkWSsxEsE8f3GX5Ox,Clip,Rendered,lowpolyjungle_079-1-9-70-0_52.87.152.28,Rendered,True,rendered,cg_natural
463,Lp/pttdcIH1AZsCOGZuG,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True,filmed,human_filmed
